Provincia,Diseño institucional,Cámara,Apellido,Nombre,Bloque,Período,Género
Misiones,Bicameral,Diputados,Lezcano,Jorge Alberto,Frente Renovador de la Concordia,2021-2025,M
Misiones,Bicameral,Diputados,Mansilla,Santiago Javier,Frente Encuentro Popular Agrario y Social para la Victoria,2021-2025,M
Misiones,Bicameral,Diputados,Núñez,Rita Vanesa,Frente Renovador de la Concordia,2019-2023,F
Misiones,Bicameral,Diputados,Alvez,Blanca Ester,Frente Encuentro Popular Agrario y Social para la Victoria,2021-2025,F
Misiones,Bicameral,Diputados,Balán,Soledad,Frente Renovador de la Concordia,2019-2023,F
Misiones,Bicameral,Diputados,Bandera,María Cristina,Frente Renovador de la Concordia,2019-2023,F
Misiones,Bicameral,Diputados,Bezus,Verónica Adriana,Frente Renovador de la Concordia,2019-2023,F
Misiones,Bicameral,Diputados,Centeno,Anazul,Frente Renovador de la Concordia,2019-2023,F
Misiones,Bicameral,Diputados,Cesino,Jorge Martín,Frente Renovador de la Concordia,2017-2021,M
Misiones,Bicameral,Diputados,Cornelius,Gladys Haydee,Unión Cívica Radical,2021-2025,F
Misiones,Bicameral,Diputados,Cáceres,Felicia Mabel,Frente Renovador de la Concordia,2021-2025,F
Misiones,Bicameral,Diputados,Duarte,Isidro Javier,Frente Renovador de la Concordia,2021-2025,M
Misiones,Bicameral,Diputados,Fiege Wutzke,Karen Victoria,Frente Renovador de la Concordia,2021-2025,F
Misiones,Bicameral,Diputados,Franco,Jorge Daniel,Frente Renovador de la Concordia,2019-2023,M
Misiones,Bicameral,Diputados,González Coria,Selva Mikaela Daniela,PRO Propuesta Republicana,2021-2025,F
Misiones,Bicameral,Diputados,Kiczka,Germán,Activar,2021-2025,M
Misiones,Bicameral,Diputados,Lacour,Jorge Eduardo,Unión Cívica Radical,2019-2023,M
Misiones,Bicameral,Diputados,Llera,Héctor Ricardo,Frente Renovador de la Concordia,2019-2023,M
Misiones,Bicameral,Diputados,Duarte,Laura Grisel,Frente Renovador de la Concordia,2019-2023,F
Neuquén,Unicameral,Legislatura,Peralta,Osvaldo Darío,Frente de Todos,2019-2023,M
Neuquén,Unicameral,Legislatura,Martínez,María Soledad,Frente de Todos,2019-2023,F
Neuquén,Unicameral,Legislatura,Montecinos,Karina,Juntos por el Cambio,2019-2023,F
Neuquén,Unicameral,Legislatura,Muñoz,José Raúl,Demócrata Cristiano,2019-2023,M
Neuquén,Unicameral,Legislatura,Murisi,Liliana,Movimiento Popular Neuquino,2019-2023,F
Neuquén,Unicameral,Legislatura,Ortuño López,Natalio,Movimiento Popular Neuquino,2019-2023,M
Neuquén,Unicameral,Legislatura,Parrilli,María Lorena,Frente de Todos,2019-2023,F
Neuquén,Unicameral,Legislatura,Mansilla,Mariano,Frente de Todos,2019-2023,M
Neuquén,Unicameral,Legislatura,Quiroga,Ayelen,Juntos por el Cambio,2019-2023,F
Neuquén,Unicameral,Legislatura,Rioseco,Teresa,Frente de Todos,2019-2023,F
Neuquén,Unicameral,Legislatura,Rivero,Javier Alejandro,Movimiento Popular Neuquino,2019-2023,M
Neuquén,Unicameral,Legislatura,Rols,Francisco,Frente Integrador Neuquino,2019-2023,M
Neuquén,Unicameral,Legislatura,Salaburu,María Soledad,Frente de Todos,2019-2023,F
Neuquén,Unicameral,Legislatura,Sánchez,Carlos,Unión Popular,2019-2023,M
Neuquén,Unicameral,Legislatura,Villone,María Fernanda,Movimiento Popular Neuquino,2019-2023,F
Neuquén,Unicameral,Legislatura,Peressini,Andrés Arturo,Siempre,2019-2023,M
Neuquén,Unicameral,Legislatura,Jure,Patricia Noemí,Fte. de Izquierda y de los Trabajadores,2019-2023,F
Neuquén,Unicameral,Legislatura,Riccomini,Carina Yanet,Juntos,2019-2023,F
Neuquén,Unicameral,Legislatura,Gass,César Anibal,Juntos por el Cambio,2019-2023,M
Neuquén,Unicameral,Legislatura,Abdala,Lorena Vanesa,Movimiento Popular Neuquino,2019-2023,F
Neuquén,Unicameral,Legislatura,Aquin,Luis Ramón,Juntos por el Cambio,2019-2023,M
Neuquén,Unicameral,Legislatura,Betoldi Rosales,Gonzalo Darío,Frente de Todos,2019-2023,M
Neuquén,Unicameral,Legislatura,Bonotti,María Laura,Siempre,2019-2023,F
Neuquén,Unicameral,Legislatura,Campos,Elizabeth,Demócrata Cristiano,2019-2023,F
Neuquén,Unicameral,Legislatura,Gutiérrez,María Ayelen,Frente de Todos,2019-2023,F
Neuquén,Unicameral,Legislatura,Caparroz,Maximiliano,Movimiento Popular Neuquino,2019-2023,M
Neuquén,Unicameral,Legislatura,Blanco,Tomás Andrés,PTS - Frente de Izquierda,2019-2023,M
Neuquén,Unicameral,Legislatura,Chapino,Germán Armando,Movimiento Popular Neuquino,2019-2023,M
Neuquén,Unicameral,Legislatura,Coggiola,Carlos Alberto,Demócrata Cristiano,2019-2023,M
Neuquén,Unicameral,Legislatura,Du Plessis,María Laura,Movimiento Popular Neuquino,2019-2023,F
Neuquén,Unicameral,Legislatura,Esteves,Leticia Inés,Juntos por el Cambio,2019-2023,F
Neuquén,Unicameral,Legislatura,Fernández Novoa,Sergio,Frente de Todos,2019-2023,M
Neuquén,Unicameral,Legislatura,Gaitán,Ludmila,Movimiento Popular Neuquino,2019-2023,F
Neuquén,Unicameral,Legislatura,Gallia,Fernando Adrián,Frente Nuevo de Neuquén,2019-2023,M
Neuquén,Unicameral,Legislatura,Castelli,Lucas Alberto,Juntos por el Cambio,2019-2023,M
Río Negro,Unicameral,Legislatura,Ramos,Mejia Alejandro,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Pica,Lucas Romeo,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Noale,Luis Angel,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Muena,Juan Pablo,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Martín,Juan Carlos,Juntos por el Cambio,2019-2023,M
Río Negro,Unicameral,Legislatura,Mas,María Alejandra,Frente de Todos,2019-2023,F
Río Negro,Unicameral,Legislatura,Martini,María Eugenia,Frente de Todos,2019-2023,F
Río Negro,Unicameral,Legislatura,Rivas,José Francisco,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Montecino Odarsa,Juan Facundo,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Rochas,Nicolás,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Vivanco,Graciela Noemí,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Sanguinetti,Daniel Horacio,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Silva,Mónica Esther,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Sosa,Fabio Rubén,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Szczygol,Marcelo Fabián,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Torres,Nélida Norma,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Valdebenito,Graciela Mirian,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Marinao,Humberto Alejandro,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Vogel,María Elena,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Yauhar,Soraya Elisandra Iris,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Salzotto,Daniela Silvina,Frente de Todos,2019-2023,F
Río Negro,Unicameral,Legislatura,Mango,Héctor Marcelo,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Morales,Silvia Beatriz,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Johnston,Carlos Alberto,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Lopez,Facundo Manuel,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Abraham,Gabriela Fernanda,Frente de Todos,2019-2023,F
Río Negro,Unicameral,Legislatura,Albrieu,Luis Horacio,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Andaloro,Nancy Elisabet,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Apud,José María,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Barreno,Pablo Víctor,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Belloso,Daniel Rubén,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Berros,José Luis,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Blanes,Norberto Gerardo,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Caldiero,Sebastián,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Casamiquela,Ignacio,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Avila,Marcela Alejandra,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Cides,Juan Elbi,Juntos somos Río Negro,2019-2023,M
Río Negro,Unicameral,Legislatura,Contreras,Claudia Elizabeth,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Del Agua,Adriana Laura,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Fernández,Julia Elena,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Fernández,Roxana Celia,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Gemignani,María Liliana,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Grandoso,María Inés,Frente de Todos,2019-2023,F
Río Negro,Unicameral,Legislatura,Herrero,Helena María,Juntos somos Río Negro,2019-2023,F
Río Negro,Unicameral,Legislatura,Chiocconi,Antonio Ramón,Frente de Todos,2019-2023,M
Río Negro,Unicameral,Legislatura,Ibañez,Huayquian Carmelo Darío,Juntos somos Río Negro,2019-2023,M
Salta,Bicameral,Diputados,Rigo Barea,Noelia Cecilia,Justicialista Gustavo Sáenz Conducción,2019-2023,F
Salta,Bicameral,Diputados,Restom,Jorge Miguel,Todos,2021-2025,M
Salta,Bicameral,Diputados,Rallé,Germán Darío,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Pérez,Martín Miguel,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Perdigón Weber,Julieta Estefanía,Ahora Salta,2021-2023,F
Salta,Bicameral,Diputados,Peñalba Arias,Patricio,Justicialista Gustavo Sáenz Conducción,2021-2025,M
Salta,Bicameral,Diputados,Otero,Antonio Sebastián,Salta Tiene Futuro,2021-2025,M
Salta,Bicameral,Diputados,Paredes,Gladys Lidia,Más Salta,2021-2025,F
Salta,Bicameral,Diputados,Pantaleón,Gustavo Javier,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Orozco,Gustavo Orlando,Justicialista Gustavo Sáenz Conducción,2021-2025,M
Salta,Bicameral,Diputados,Riquelme,Teodora Ramona,Igualar,2021-2025,F
Salta,Bicameral,Diputados,Navarro,Alejandra Beatriz,Más Salta,2021-2025,F
Salta,Bicameral,Diputados,Paz,Javier Marcelo,Justicialista Gustavo Sáenz Conducción,2021-2025,M
Salta,Bicameral,Diputados,Rodriguez,Francisco Fabio,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Valenzuela Giantomasi,Adrián Alfredo,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Roque Posse,Juan Carlos,Salta Tiene Futuro,2021-2025,M
Salta,Bicameral,Diputados,Saicha Ibañez,María Verónica,Salta Tiene Futuro,2021-2025,F
Salta,Bicameral,Diputados,Salva,Azucena Atanasia,Justicialista Gustavo Sáenz Conducción,2019-2023,F
Salta,Bicameral,Diputados,Sansone,Enrique Daniel,Salta Tiene Futuro,2019-2023,M
Salta,Bicameral,Diputados,Seco,Claudia Gloria,Salta Tiene Futuro,2021-2025,F
Salta,Bicameral,Diputados,Yonar,Lino Fernando,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Segundo,Rogelio Guaipo,Justicialista Gustavo Sáenz Conducción,2021-2025,M
Salta,Bicameral,Diputados,Segura Gimenez,Daniel Alejandro,Más Salta,2019-2023,M
Salta,Bicameral,Diputados,Sierra,Sofía,PRO,2021-2025,F
Salta,Bicameral,Diputados,Vargas,Ricardo Germán,Justicialista Gustavo Sáenz Conducción,2021-2025,M
Salta,Bicameral,Diputados,Vargas,Santiago Raúl,Unión Cívica Radical,2021-2025,M
Salta,Bicameral,Diputados,Villamayor,María del Socorro,Salta Tiene Futuro,2019-2023,F
Salta,Bicameral,Diputados,Monteagudo,Matías,Unión Cívica Radical,2019-2023,M
Salta,Bicameral,Diputados,Romero,Juan Esteban,Salta Tiene Futuro,2021-2025,M
Salta,Bicameral,Diputados,López,María del Socorro,Justicialista Gustavo Sáenz Conducción,2021-2025,F
Salta,Bicameral,Diputados,Cañizares,Federico Miguel,Justicialista Gustavo Sáenz Conducción,2021-2025,M
Salta,Bicameral,Diputados,Leguina,Marcela del Valle,Justicialista Gustavo Sáenz Conducción,2021-2025,F
Salta,Bicameral,Diputados,Acosta,Osbaldo Francisco,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Albez,Luis Fernando,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Amat,Esteban,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Balderrama,Moisés Justiniano,Justicialista Gustavo Sáenz Conducción,2021-2025,M
Salta,Bicameral,Diputados,López,Fabio Enrique,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Biella Calvet,Bernardo José,Salta Independiente,2021-2025,M
Salta,Bicameral,Diputados,Bonifacio,Roberto Ángel,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Caro Dávalos,Gonzalo,Justicialista Gustavo Sáenz Conducción,2019-2023,M
Salta,Bicameral,Diputados,Cartuccia,Laura Deolinda,Salta Tiene Futuro,2019-2023,F
Salta,Bicameral,Diputados,Ceaglio,Carolina Rosana,Justicialista Gustavo Sáenz Conducción,2021-2025,F
Salta,Bicameral,Diputados,Cordoba,Ana Laura,Justicialista Gustavo Sáenz Conducción,2021-2025,F
Salta,Bicameral,Diputados,Cornejo Avellaneda,Roque Ramón,Ahora Salta,2021-2025,M
Salta,Bicameral,Diputados,Dantur,Gustavo Bernardo,Más Salta,2021-2025,M
Salta,Bicameral,Diputados,Battaglia Leiva,Jesús David,Memoria y Movilización Social,2021-2025,M
Salta,Bicameral,Diputados,Díaz,Elena Nahir,Justicialista Gustavo Sáenz Conducción,2021-2023,F
Salta,Bicameral,Diputados,De Vita,Isabel Marcelina,Todos,2021-2025,F
Salta,Bicameral,Diputados,Lamberto,Víctor Manuel,Salta Tiene Futuro,2021-2025,M
Salta,Bicameral,Diputados,Juárez,Mónica Gabriela,Salta 8 de Octubre,2019-2023,F
Salta,Bicameral,Diputados,Jarsún Lamónca,Jorge Ignacio,Salta Tiene Futuro,2019-2023,M
Salta,Bicameral,Diputados,Jaime,Nancy Liliana,Más Salta,2021-2025,F
Salta,Bicameral,Diputados,Hucena,Patricia del Carmen,Justicialista Gustavo Sáenz Conducción,2019-2023,F
Salta,Bicameral,Diputados,Juárez,Jorgelina Silvia,Todos,2019-2023,F
